Location,Rooms,Daily Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,-1.0811880208157507
Aksu,1.5+1,22.22222222222222
Aksu,2+0,0.0
Aksu,2+1,-0.3888179143041031
Aksu,3+1,-3.954977015938468
Aksu,4+1,-6.89238210399032
Aksu,4+2,0.0
Aksu,5+1,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,1.1895321173671725
Aksu/Köyler,2+1,2.233676975945004
Aksu/Köyler,3+1,-1.172332942555678
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,-21.568627450980394
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,-4.3478260869565215
Aksu/Pınarlı,2+1,0.0
Aksu/Pınarlı,3+1,0.0
Aksu/Pınarlı,6+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,2.710761858132449
Alanya,1.5+1,0.0
Alanya,2+1,-0.27695318313086437
Alanya,2+2,0.0
Alanya,2.5+1,0.0
Alanya,3+1,1.6736497470064269
Alanya,3.5+1,0.0
Alanya,4+1,-1.2580877066858311
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,0.19086771399206995
Alanya,6+1,0.0
Alanya,Stüdyo (1+0),0.0
Alanya/Beldeler,1+1,1.0985126476925542
Alanya/Beldeler,2+1,2.0133894024838392
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,7.297893521589625
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,1.8604651162790697
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,6+1,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),0.0
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,2+1,-4.74137931034483
Alanya/Köyler,3+1,67.90123456790124
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,28.295254833040417
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,-13.582402234636866
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,0.0
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,1+1,-8.333333333333332
Döşemealtı/Düzlerçamı,2+1,0.0
Döşemealtı/Düzlerçamı,3+1,0.0
Döşemealtı/Düzlerçamı,4+1,-50.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Merkez,1+1,-0.15939255170137148
Döşemealtı/Merkez,2+1,0.0294364060412583
Döşemealtı/Merkez,2+2,0.0
Döşemealtı/Merkez,3+1,9.653092006033177
Döşemealtı/Merkez,4+1,0.0
Döşemealtı/Merkez,5+1,5.668016194331979
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,0.0
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),18.181818181818183
Döşemealtı/Yeniköy,1+1,0.08262805819518776
Döşemealtı/Yeniköy,2+0,10.0
Döşemealtı/Yeniköy,2+1,0.29773674924742305
Döşemealtı/Yeniköy,3+1,0.33734939759035704
Döşemealtı/Yeniköy,4+1,0.0
Döşemealtı/Yeniköy,6+1,0.0
Döşemealtı/Yeniköy,6+2,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,-4.276315789473684
Döşemealtı/Yeşilbayır,2+1,-8.207934336525309
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,3.494076509576739
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,0.45351473922901836
Döşemealtı/Yeşilbayır,4+2,0.0
Döşemealtı/Yeşilbayır,5+1,17.28395061728395
Döşemealtı/Yeşilbayır,5.5+1,0.0
Döşemealtı/Yeşilbayır,6+1,0.0
Döşemealtı/Yeşilbayır,7+1,0.0
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Çığlık,4+1,0.0
Elmalı,2+1,0.0
Elmalı,3+1,-0.10989010989011189
Finike,1+1,0.5656953783754959
Finike,2+0,17.647058823529413
Finike,2+1,-0.3126606133287665
Finike,3+1,-12.408759124087592
Finike,3.5+1,0.0
Finike/Beldeler,1+1,2.000199123855056
Finike/Beldeler,2+1,0.46734874321081216
Finike/Beldeler,3+1,-0.6146179401993422
Finike/Beldeler,4+1,0.0
Gazipaşa,1+1,-1.4253826530612312
Gazipaşa,2+1,-0.6550855142933921
Gazipaşa,3+1,17.308189098424183
Gazipaşa,4+1,0.0
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,3+1,-4.5614035087719245
Kaş,1+1,-6.672828096118296
Kaş,2+1,-1.7049826856483208
Kaş,3+1,0.0
Kaş,4+1,12.455516014234876
Kaş,5+1,0.0
Kaş,Stüdyo (1+0),22.222222222222214
Kaş/Kalkan,1+1,2.34712078861559
Kaş/Kalkan,2+1,7.281201477157297
Kaş/Kalkan,2.5+1,0.0
Kaş/Kalkan,3+1,30.586089419750262
Kaş/Kalkan,4+1,-1.3046768027222762
Kaş/Kalkan,5+1,-20.757385292269017
Kaş/Kalkan,5+2,0.0
