Location,Rooms,Daily Inflation(%)
Aksu,1+1,-0.12307663798480936
Aksu,1.5+1,0.0
Aksu,2+1,-0.5665595755829634
Aksu,2.5+1,-9.90990990990991
Aksu,3+1,-1.024030301775879
Aksu,4+1,0.6006006006005918
Aksu,4+2,0.0
Aksu,5+1,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-0.891265597147945
Aksu/Köyler,2+0,0.0
Aksu/Köyler,2+1,-1.0245413390517104
Aksu/Köyler,3+1,-0.04986287708800617
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,-1.0471204188481638
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+1,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,0.0
Aksu/Çalkaya,2+1,0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,-1.3266634616446245
Alanya,2+1,0.6799468218758298
Alanya,2+2,0.0
Alanya,3+1,-1.1128546868222284
Alanya,3+2,0.0
Alanya,3.5+1,0.0
Alanya,4+1,-2.017685442295347
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,0.0
Alanya,6+1,80.32786885245902
Alanya,6+2,0.0
Alanya,Stüdyo (1+0),-5.128205128205128
Alanya/Beldeler,1+1,-1.6379574394121803
Alanya/Beldeler,2+1,-0.9491244180138093
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+1,-1.2799711555795963
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-6.30550621669626
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,Stüdyo (1+0),0.0
Alanya/Demirtaş,1+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,1.5+1,0.0
Alanya/Köyler,2+1,-53.84615384615385
Alanya/Köyler,3+1,0.0
Alanya/İncekum (Yeşilköy),1+1,0.0
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,0.0
Demre/Kale(Demre),1+1,0.0
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,7.341694707861731
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,-2.7972027972027997
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,39.285714285714285
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+0,0.0
Demre/Köyler,2+1,0.0
Demre/Köyler,3+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Köyler,Stüdyo (1+0),0.0
Döşemealtı/Merkez,1,0.0
Döşemealtı/Merkez,1+1,2.727284353764696
Döşemealtı/Merkez,2+0,0.0
Döşemealtı/Merkez,2+1,-3.3537421182491034
Döşemealtı/Merkez,3+1,-14.763714474553863
Döşemealtı/Merkez,4+1,3.590963139120102
Döşemealtı/Merkez,5+1,4.541241890639475
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,0.0
Döşemealtı/Merkez,6+2,0.0
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),0.0
Döşemealtı/Yeniköy,1+1,-1.9090088484757153
Döşemealtı/Yeniköy,2+0,0.0
Döşemealtı/Yeniköy,2+1,0.2525703319814584
Döşemealtı/Yeniköy,3+1,-0.0029407309547340352
Döşemealtı/Yeniköy,4+1,-7.929405915983096
Döşemealtı/Yeniköy,5+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,-13.640032284100087
Döşemealtı/Yeşilbayır,2+1,2.2505759347864585
Döşemealtı/Yeşilbayır,3+1,5.599723470445895
Döşemealtı/Yeşilbayır,3.5+1,0.0
Döşemealtı/Yeşilbayır,4+1,-0.055991041433370664
Döşemealtı/Yeşilbayır,5+1,-0.18450184501843944
Döşemealtı/Yeşilbayır,6+1,0.0
Döşemealtı/Yeşilbayır,7+1,0.0
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Yeşilbayır,Stüdyo (1+0),0.0
Elmalı,2+1,0.0
Elmalı,3+1,-0.7874015748031553
Finike,1+1,0.0
Finike,1.5+1,0.0
Finike,2+0,0.0
Finike,2+1,0.1643835616438404
Finike,3+1,2.5523226135783563
Finike,3.5+1,0.0
Finike,4+1,0.0
Finike,Stüdyo (1+0),0.0
Finike/Beldeler,1+1,5.784814277015311
Finike/Beldeler,2+1,-1.5381152460984426
Finike/Beldeler,3+1,-0.05623242736644335
Finike/Beldeler,4+1,0.0
Gazipaşa,1+1,-1.5524661179402655
Gazipaşa,2+1,2.919366169697904
Gazipaşa,3+1,-1.7651430694908967
Gazipaşa,3+2,0.0
Gazipaşa,4+1,-1.3157894736842057
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,2+1,0.0
Gazipaşa/Köyler,3+1,0.0
Gazipaşa/Köyler,4+1,0.0
Kaş,1+1,2.7696793002915427
Kaş,2+1,-1.6179215930305024
Kaş,3+1,-7.240704500978479
Kaş,5+1,0.0
Kaş,Stüdyo (1+0),0.0
Kaş/Kalkan,1+1,7.589194699286445
Kaş/Kalkan,2+1,-0.8729629478414944
Kaş/Kalkan,2.5+1,0.0
Kaş/Kalkan,3+1,0.0
Kaş/Kalkan,3+2,0.0
Kaş/Kalkan,4+1,6.4467261403804015
Kaş/Kalkan,5+1,0.0
Kaş/Kalkan,5+2,0.0
Kaş/Kalkan,6+3,0.0
Kaş/Kalkan,7+2,0.0
Kaş/Köyler,1+1,1.1804174950298258
Kaş/Köyler,2,0.0
Kaş/Köyler,2+1,2.129402129402127
Kaş/Köyler,2.5+1,0.0
Kaş/Köyler,3+1,6.3492063492063435
Kaş/Köyler,3+2,0.0
Kaş/Köyler,4+1,0.0
Kaş/Köyler,Stüdyo (1+0),0.0
Kemer,1+1,5.238095238095245
Kemer,2+1,-2.130898021308989
Kemer,3+1,-2.895225609089914
Kemer,3.5+1,0.0
Kemer,4+1,0.0
Kemer,4+4,0.0
Kemer,4.5+1,0.0
Kemer,5+1,0.0
Kemer,6+1,0.0
Kemer,7+1,0.0
Kemer,Stüdyo (1+0),0.0
Kemer/Göynük,1+1,-6.918744971842323
Kemer/Göynük,1.5+1,0.0
Kemer/Göynük,10 Üzeri,0.0
Kemer/Göynük,2+1,7.69407441433166
Kemer/Göynük,3+1,0.0
Kemer/Göynük,4+1,0.0
Kemer/Göynük,5+1,0.0
Kemer/Göynük,7+2,0.0
Kemer/Göynük,Stüdyo (1+0),-0.6761417984714856
Kemer/Köyler,1+1,0.0
Kemer/Köyler,2+1,0.0
Kemer/Köyler,2.5+1,0.0
Kemer/Tekirova,1+1,1.216022889842627
Kemer/Tekirova,2+1,-14.705882352941178
Kemer/Tekirova,3+1,-20.512820512820518
Kemer/Tekirova,Stüdyo (1+0),0.0
Kepez/Ahatlı,1+1,2.1676986686833812
Kepez/Ahatlı,2+0,0.31463734892896417
Kepez/Ahatlı,2+1,-0.30132670316682975
Kepez/Ahatlı,3+1,-1.120412434281047
Kepez/Ahatlı,4+0,0.0
Kepez/Ahatlı,4+1,-1.3888888888888888
Kepez/Ahatlı,4+4,0.0
Kepez/Ahatlı,5+1,-3.225806451612903
Kepez/Ahatlı,5+2,0.0
Kepez/Ahatlı,Stüdyo (1+0),1.5248755667757832
Kepez/Altınova,3+1,0.0
Kepez/Dokuma,1+1,-2.2108843537414944
Kepez/Dokuma,1.5+1,0.0
Kepez/Dokuma,2+1,0.03192387700038801
Kepez/Dokuma,3+1,-0.2929115407146967
Kepez/Dokuma,5+1,0.0
Kepez/Dokuma,Stüdyo (1+0),0.0
Kepez/Duraliler,1+1,-2.0296097499019727
Kepez/Duraliler,2+0,1.7054263565891543
Kepez/Duraliler,2+1,-0.535466868088368
Kepez/Duraliler,3+1,-0.3925762206890188
Kepez/Duraliler,4+1,3.3333333333333335
Kepez/Duraliler,4+2,0.0
Kepez/Duraliler,5+1,0.0
Kepez/Duraliler,6+1,0.0
Kepez/Duraliler,Stüdyo (1+0),-6.145150838793291
Kepez/Düdenbaşı,1+1,-1.1475017929715514
Kepez/Düdenbaşı,2+1,-0.09172587669034167
Kepez/Düdenbaşı,3+1,-1.428571428571431
Kepez/Erenköy,1+1,0.41778206252067274
Kepez/Erenköy,2+0,0.0
Kepez/Erenköy,2+1,0.5106903336189342
Kepez/Erenköy,2+2,0.0
Kepez/Erenköy,3+1,-3.605619412515959
Kepez/Erenköy,4+1,20.439121756487037
Kepez/Erenköy,5+1,-7.963800904977382
Kepez/Erenköy,5+2,0.0
Kepez/Erenköy,5.5+1,0.0
Kepez/Erenköy,6+2,0.0
Kepez/Erenköy,Stüdyo (1+0),-6.956521739130442
Kepez/Köyler,1+1,0.0
Kepez/Köyler,2+1,0.0
Kepez/Köyler,3+1,0.0
Kepez/Köyler,3+2,0.0
Kepez/Köyler,4+1,0.0
Kepez/Köyler,5+1,0.0
Kepez/Merkez,1+1,0.027518173677847736
Kepez/Merkez,2+1,-4.656547829156373
Kepez/Merkez,3+1,-13.15789473684211
Kepez/Merkez,4+1,0.0
Kepez/Sütçüler,1+1,4.821327283040279
Kepez/Sütçüler,2+0,0.0
Kepez/Sütçüler,2+1,0.9787657423418592
