Location,Rooms,Daily Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,-0.35608131533755744
Aksu,1.5+1,0.0
Aksu,2+0,0.0
Aksu,2+1,0.19254685774173244
Aksu,3+1,-0.9355995633868623
Aksu,4+1,0.4709576138147536
Aksu,4+2,0.0
Aksu,5+1,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),0.0
Aksu/Köyler,1+1,-1.5974440894568736
Aksu/Köyler,2+1,4.084273988761291
Aksu/Köyler,3+1,-5.7444413171967375
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,3.4482758620689604
Aksu/Köyler,4+2,30.434782608695656
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,0.0
Aksu/Pınarlı,3+1,0.0
Aksu/Pınarlı,6+1,0.0
Aksu/Pınarlı,Stüdyo (1+0),0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,-1.898463920137274
Alanya,1.5+1,-5.263157894736842
Alanya,2+0,0.0
Alanya,2+1,0.11924127275726307
Alanya,2+2,0.0
Alanya,2.5+1,0.0
Alanya,3+1,-2.266558137065807
Alanya,3.5+1,0.0
Alanya,4+1,-7.6525867554206926
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,-10.708898944193061
Alanya,6+1,86.66666666666667
Alanya,Stüdyo (1+0),0.0
Alanya/Beldeler,1+1,-0.280942525815429
Alanya/Beldeler,2+0,0.0
Alanya/Beldeler,2+1,0.5341208998366179
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,1.258728517484371
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,-0.4858299595141701
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,0.0
Alanya/Beldeler,5+1,-3.9473684210526314
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),10.207100591715976
Alanya/Demirtaş,1+1,20.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,0.0
Alanya/Köyler,2+1,0.0
Alanya/Köyler,3+1,0.0
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,-16.8
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,27.485380116959075
Demre/Kale(Demre),1+1,1.0452961672473902
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,-5.0041701417848286
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,0.0
Demre/Kale(Demre),4+1,0.0
Demre/Kale(Demre),5+1,0.0
Demre/Kale(Demre),5+2,0.0
Demre/Kale(Demre),6+3,0.0
Demre/Köyler,1+1,0.0
Demre/Köyler,2+1,0.0
Döşemealtı/Düzlerçamı,1+1,0.0
Döşemealtı/Düzlerçamı,2+1,0.0
Döşemealtı/Düzlerçamı,3+1,0.0
Döşemealtı/Düzlerçamı,4+1,0.0
Döşemealtı/Düzlerçamı,5+1,0.0
Döşemealtı/Düzlerçamı,6+1,0.0
Döşemealtı/Köyler,1+1,0.0
Döşemealtı/Köyler,2+1,0.0
Döşemealtı/Köyler,3+1,0.0
Döşemealtı/Merkez,1+1,-1.2205330969066528
Döşemealtı/Merkez,2+1,0.03781061419562255
Döşemealtı/Merkez,3+1,5.883720310908798
Döşemealtı/Merkez,4+1,17.94874863033954
Döşemealtı/Merkez,5+1,2.6615969581749095
Döşemealtı/Merkez,5+2,0.0
Döşemealtı/Merkez,6+1,0.0
Döşemealtı/Merkez,7+1,0.0
Döşemealtı/Merkez,Stüdyo (1+0),0.0
Döşemealtı/Yeniköy,1+1,-0.39776949705675857
Döşemealtı/Yeniköy,2+0,0.0
Döşemealtı/Yeniköy,2+1,-0.9682122464476417
Döşemealtı/Yeniköy,3+1,1.0384960269071926
Döşemealtı/Yeniköy,4+1,0.4252638210741831
Döşemealtı/Yeniköy,6+1,0.0
Döşemealtı/Yeniköy,Stüdyo (1+0),0.0
Döşemealtı/Yeşilbayır,1+1,-0.6896551724137931
Döşemealtı/Yeşilbayır,2+1,1.0495049504950524
Döşemealtı/Yeşilbayır,2.5+1,0.0
Döşemealtı/Yeşilbayır,3+1,4.545956694653118
Döşemealtı/Yeşilbayır,4+1,-0.23710729104920408
Döşemealtı/Yeşilbayır,4+2,0.0
Döşemealtı/Yeşilbayır,5+1,0.0
Döşemealtı/Yeşilbayır,5.5+1,0.0
Döşemealtı/Yeşilbayır,6+1,0.0
Döşemealtı/Yeşilbayır,7+1,0.0
Döşemealtı/Yeşilbayır,8+2,0.0
Döşemealtı/Çığlık,4+1,0.0
Elmalı,2+1,0.0
Elmalı,3+1,0.0
Finike,1+1,-3.07183564714465
Finike,2+1,-0.22727272727273137
Finike,3+1,0.0
Finike,3.5+1,0.0
Finike/Beldeler,1+1,-0.6764517633021235
Finike/Beldeler,2+1,0.7633587786259598
Finike/Beldeler,3+1,1.7023913677457
Finike/Beldeler,4+1,0.0
Gazipaşa,1+1,-0.4397516969310161
Gazipaşa,2+1,0.4744842274500212
Gazipaşa,3+1,-18.49173553719008
Gazipaşa,4+1,-24.03846153846154
Gazipaşa/Köyler,1+1,0.0
Gazipaşa/Köyler,3+1,0.0
Kaş,1+1,0.0
Kaş,2+1,-1.1486294340929177
Kaş,3+1,3.651685393258429
Kaş,4+1,5.555555555555562
Kaş,5+1,0.0
