Location,Rooms,Daily Inflation(%)
Akseki/Güzelsu,2+1,0.0
Aksu,1+1,-0.39213293372558694
Aksu,1.5+1,0.0
Aksu,2+0,0.0
Aksu,2+1,-0.3313552828695705
Aksu,3+1,0.3756456409453758
Aksu,4+1,1.9743863393810017
Aksu,4+2,0.0
Aksu,5+1,0.0
Aksu,7+1,0.0
Aksu,Stüdyo (1+0),-23.333333333333332
Aksu/Köyler,1+1,0.17526480225558708
Aksu/Köyler,2+1,-3.924006799722981
Aksu/Köyler,3+1,3.399103661020892
Aksu/Köyler,3.5+1,0.0
Aksu/Köyler,4+1,0.0
Aksu/Köyler,4+2,0.0
Aksu/Köyler,6+2,0.0
Aksu/Pınarlı,1+1,0.0
Aksu/Pınarlı,2+1,0.0
Aksu/Pınarlı,6+1,0.0
Aksu/Pınarlı,Stüdyo (1+0),0.0
Aksu/Çalkaya,3+1,0.0
Alanya,1+1,1.502295192205622
Alanya,1.5+1,5.555555555555555
Alanya,2+0,-35.13513513513514
Alanya,2+1,0.49157761351972
Alanya,2+2,0.0
Alanya,2.5+1,0.0
Alanya,3+1,0.46273334435502367
Alanya,3.5+1,0.0
Alanya,4+1,-3.141588293118231
Alanya,4+2,0.0
Alanya,4.5+2,0.0
Alanya,5+1,0.0
Alanya,6+1,-46.42857142857143
Alanya,Stüdyo (1+0),3.4482758620689653
Alanya/Beldeler,1+1,0.3396931438600526
Alanya/Beldeler,2+1,0.25111096665324273
Alanya/Beldeler,2.5+1,0.0
Alanya/Beldeler,3+0,0.0
Alanya/Beldeler,3+1,0.07785516108939752
Alanya/Beldeler,3+2,0.0
Alanya/Beldeler,3.5+1,0.0
Alanya/Beldeler,4+1,0.0
Alanya/Beldeler,4+2,0.0
Alanya/Beldeler,4.5+1,5.714285714285714
Alanya/Beldeler,5+1,0.0
Alanya/Beldeler,5+2,0.0
Alanya/Beldeler,7+1,0.0
Alanya/Beldeler,Stüdyo (1+0),0.0
Alanya/Demirtaş,1+1,0.0
Alanya/Demirtaş,3+1,0.0
Alanya/Köyler,1+1,-25.0
Alanya/Köyler,2+1,0.0
Alanya/Köyler,3+1,0.0
Alanya/Köyler,4+1,0.0
Alanya/İncekum (Yeşilköy),1+1,20.192307692307693
Alanya/İncekum (Yeşilköy),2+1,0.0
Alanya/İncekum (Yeşilköy),3+1,0.0
Alanya/İncekum (Yeşilköy),4+1,-21.55963302752294
Demre/Kale(Demre),1+1,-1.487414187643019
Demre/Kale(Demre),2+0,0.0
Demre/Kale(Demre),2+1,0.3084967320261523
Demre/Kale(Demre),3+0,0.0
Demre/Kale(Demre),3+1,0.0
Demre/Kale(Demre),4+1,-47.82608695652174
