Product Title,Category,Daily Inflation(%)
% 100 PAMUK BASKILI TİŞÖRT,Men,-30.000750018750466
%100 KETEN CROP DUBLE PAÇA YAZLIK KUMAŞ PANTOLON,Men,0.0
%100 KETEN GÖMLEK ERKEK ÇOCUK,Kids-Baby,0.0
%100 KETEN PANTOLON ERKEK ÇOCUK,Kids-Baby,0.0
%100 KETEN RELAX FİT APAŞ YAKA KISA KOLLU GÖMLEK,Men,-14.285850341431825
%100 KETEN RELAX FİT BERMUDA ŞORT,Men,-14.285871273310693
%100 KETEN RELAX FİT DÜZ PAÇA YAZLIK BEYAZ PANTOLON,Men,0.0
%100 KETEN RELAX FİT DÜZ PAÇA YAZLIK PANTOLON,Men,0.0
%100 KETEN RELAX FİT PANTOLON,Men,0.0
%100 KETEN RELAX FİT UZUN KOLLU GÖMLEK,Men,0.0
%100 KETEN RELAX FİT ÜÇ CEPLİ GENİŞ PAÇA PANTOLON,Men,0.0
%100 KETEN YAZLIK BASİC UZUN KOLLU GÖMLEK,Men,-8.333394608293682
%100 KETEN YAZLIK BERMUDA ŞORT,Men,0.0
%100 KETEN YAZLIK UZUN KOLLU BEYAZ GÖMLEK,Men,0.0
%100 KETEN YAZLIK UZUN KOLLU GÖMLEK,Men,0.0
%100 KETEN YAZLIK UZUN KOLLU SİYAH GÖMLEK,Men,0.0
%100 PAMUK %100 PAMUK LOOSE FIT ÇİZGİLİ SWEATSHİRT,Women,0.0
%100 PAMUK 90'S WIDE LEG JEAN PANTOLON,Women,0.0
%100 PAMUK 90'S WIDE LEG YÜKSEK BEL JEAN PANTOLON,Women,-9.329804795121117
%100 PAMUK 90'S WIDE LEG YÜKSEK BEL KESİK UÇ PAÇA UZUN JEAN PANTOLON,Women,0.0
%100 PAMUK 90'S WIDE LEG YÜKSEK BEL UZUN JEAN PANTOLON,Women,-11.666805557209015
%100 PAMUK 90'S WİDE LEG YÜKSEK BEL JEAN PANTOLON,Women,0.0
%100 PAMUK A KESİM NORMAL BEL FITİLLİ KADİFE MİNİ ETEK,Women,0.0
%100 PAMUK A KESİM NORMAL BEL MÜSLİN ŞORT,Women,0.0
%100 PAMUK A KESİM PENYE MİNİ ELBİSE,Women,0.0
%100 PAMUK AFRA X DEFACTO KARE YAKA VUAL DESENLİ ASKILI BLUZ,Women,0.0
%100 PAMUK APAŞ YAKA POPLİN KISA KOLLU GÖMLEK,Men,-28.571742546621394
%100 PAMUK ART HOKUSAİ SIRT BASKILI TİŞÖRT,Men,-28.572011673707625
%100 PAMUK ASİMETRİK BİSİKLET YAKA ÇİZGİLİ TİŞÖRT,Women,0.0
%100 PAMUK ASİMETRİK KARELİ FLANEL ETEK,Women,0.0
%100 PAMUK ATATÜRK BASKILI TİŞÖRT,Men,-7.936759897139592
%100 PAMUK ATLET,Men,-14.286224508018144
%100 PAMUK ATLET,Women,0.0
%100 PAMUK AVATAR THE LAST AIRBENDER BASKILI TİŞÖRT,Men,0.0
%100 PAMUK AVATAR THE LAST AİRBENDER BOXY FİT SIRT BASKILI TİŞÖRT,Men,-14.286122460641732
%100 PAMUK AVATAR THE LAST AİRBENDER SIRT BASKILI TİŞÖRT,Men,-14.286122460641732
%100 PAMUK AĞIR KUMAŞ TİŞÖRT,Men,0.0
%100 PAMUK BAGGY FIT FERMUARLI NORMAL BEL STANDART BOY KADİFE PANTOLON,Women,0.0
%100 PAMUK BAGGY FIT FITİLLİ KADİFE PANTOLON,Women,0.0
%100 PAMUK BAGGY FIT GABARDİN PANTOLON CEPLİ NORMAL BEL,Women,0.0
%100 PAMUK BAGGY FIT JEAN PANTOLON,Women,0.0
%100 PAMUK BAGGY FIT LEOPAR DESENLİ JEAN PANTOLON,Women,0.0
%100 PAMUK BAGGY FIT LEOPAR DESENLİ NORMAL BEL GABARDİN PANTOLON,Women,0.0
%100 PAMUK BAGGY FIT NORMAL BEL GABARDİN PANTOLON,Women,-5.022899857075677
%100 PAMUK BAGGY FIT YÜKSEK BEL JEAN PANTOLON,Women,-11.90730863151149
%100 PAMUK BAGGY FIT YÜKSEK BEL KATLAMALI PAÇA JEAN PANTOLON,Women,-50.00033333555557
%100 PAMUK BAGGY FIT YÜKSEK BEL UZUN JEAN PANTOLON,Women,0.0
%100 PAMUK BAGGY FİT BELİ BAĞCIKLI DÜZ PAÇA ŞORT,Men,-14.286005836853812
%100 PAMUK BAGGY FİT PANTOLON,Men,0.0
%100 PAMUK BARREL FIT JEAN PANTOLON,Women,0.0
%100 PAMUK BARREL FIT NORMAL BEL JEAN PANTOLON,Women,10.212064108640952
%100 PAMUK BARREL FIT NORMAL BEL KİRAZ CHARMLI GABARDİN PANTOLON,Women,-16.66685185390949
%100 PAMUK BARREL FIT NORMAL BEL POPLİN PANTOLON,Women,0.0
%100 PAMUK BARREL FIT YÜKSEK BEL JEAN PANTOLON,Women,-9.972395854253447
%100 PAMUK BARREL FIT YÜKSEK BEL KATLAMALI PAÇA JEAN PANTOLON,Women,-12.500156251953149
%100 PAMUK BARREL FIT YÜKSEK BEL UZUN JEAN PANTOLON,Women,-18.750180290195097
%100 PAMUK BASIC DÜZ TİŞÖRT,Women,0.0
%100 PAMUK BASIC FLAMLI TİŞÖRT,Women,0.0
%100 PAMUK BASIC GÖMLEK,Women,-10.000142859183702
%100 PAMUK BASIC PREMIUM TİŞÖRT,Women,0.0
%100 PAMUK BASIC PREMİUM TİŞÖRT,Women,0.0
%100 PAMUK BASIC TİŞÖRT,Women,0.0
%100 PAMUK BASKILI ATLET,Men,-18.440239439416718
%100 PAMUK BASKILI GÖMLEK,Men,-50.00050000500005
%100 PAMUK BASKILI PENYE TİŞÖRT,Women,0.0
%100 PAMUK BASKILI POPLİN UZUN KOLLU ELBİSE,Women,0.0
%100 PAMUK BASKILI TİŞÖRT,Men,-5.15241707224691
%100 PAMUK BASKILI TİŞÖRT,Women,0.0
%100 PAMUK BASKILI TİŞÖRT TUNİK,Women,11.111419761660047
%100 PAMUK BATMAN 85 BOXY FİT SIRT BASKILI TİŞÖRT,Men,-14.286122460641732
%100 PAMUK BATMAN BOXY FİT SIRT BASKILI TİŞÖRT,Men,-14.286122460641732
%100 PAMUK BAĞCIKLI FLAMLI GÖMLEK,Women,0.0
%100 PAMUK BAĞLAMALI CEKET YAKA KOLSUZ BLUZ,Women,0.0
%100 PAMUK BELİ LASTİKLİ BAĞCIKLI ŞORT,Women,0.0
%100 PAMUK BELİ LASTİKLİ BERMUDA ŞORT,Women,0.0
%100 PAMUK BELİ LASTİKLİ CEPLİ ŞORT,Women,0.0
%100 PAMUK BELİ LASTİKLİ DANTEL PLAJ PANTOLONU,Women,0.0
%100 PAMUK BODYCON VÜCUDU SARAN YUVARLAK YAKA RİBANA MİNİ ELBİSE,Women,25.000312503906297
%100 PAMUK BOXY FIT BASIC PENYETİŞÖRT,Women,0.0
%100 PAMUK BOXY FIT BASKILI ATLET,Men,-19.048163280855647
%100 PAMUK BOXY FIT BASKILI TİŞÖRT,Men,-5.263289806762074
%100 PAMUK BOXY FIT PİKE TİŞÖRT,Men,0.0
%100 PAMUK BOXY FIT SLOGAN DESENLİ ATLET,Men,0.0
%100 PAMUK BOXY FIT TİŞÖRT,Men,0.0
%100 PAMUK BOXY FIT ÇİZGİLİ PENYE TİŞÖRT,Women,7.143061230320866
%100 PAMUK BOXY FIT ÇİZGİLİ TİŞÖRT,Men,0.0
%100 PAMUK BOXY FİT ATLET,Men,-21.429336762027216
%100 PAMUK BOXY FİT BASKILI ATLET,Men,-16.667142870748684
%100 PAMUK BOXY FİT BASKILI TİŞÖRT,Men,-5.436369387233726
%100 PAMUK BOXY FİT BASİC KISA KOLLU SİYAH TİŞÖRT,Men,0.0
%100 PAMUK BOXY FİT BASİC TİŞÖRT,Men,0.0
%100 PAMUK BOXY FİT BASİC WAFFLE TİŞÖRT,Men,-28.572108859734758
%100 PAMUK BOXY FİT DESENLİ TİŞÖRT,Men,-14.286122460641732
%100 PAMUK BOXY FİT GÖMLEK,Men,-5.000055556172846
%100 PAMUK BOXY FİT POLO YAKA ÇİZGİLİ TİŞÖRT,Men,-14.285969392310577
%100 PAMUK BOXY FİT SIRT BASKILI ATLET,Men,-22.857795937026772
%100 PAMUK BOXY FİT SIRT BASKILI TİŞÖRT,Men,-10.523627249709754
%100 PAMUK BOXY FİT TİŞÖRT,Men,-4.673017297173526
%100 PAMUK BOXY FİT V YAKA BASKILI TİŞÖRT,Men,-14.286005836853812
%100 PAMUK BOXY FİT ÇİZGİLİ TİŞÖRT,Men,-14.286122460641732
%100 PAMUK BOYFRIEND YÜKSEK BEL JEAN ŞORT,Women,-50.00055556172847
%100 PAMUK BRODE GÖMLEK,Women,-8.33346354370121
%100 PAMUK BRODE PLAJ GÖMLEĞİ,Women,0.0
%100 PAMUK BÜYÜK BEDEN BOXY FIT BASKILI T-SHIRT,Men,0.0
%100 PAMUK BÜYÜK BEDEN BOXY FIT T-SHIRT,Men,0.0
%100 PAMUK BÜYÜK BEDEN GÖMLEK,Men,0.0
%100 PAMUK BÜYÜK BEDEN POLO TİŞÖRT,Men,0.0
%100 PAMUK BÜYÜK BEDEN T-SHIRT,Men,0.0
%100 PAMUK BÜYÜK BEDEN TİŞÖRT,Men,0.5802831394865433
%100 PAMUK BİSİKLET YAKA BAĞCIKLI BRODE BLAZER YELEK,Women,11.111234569272991
%100 PAMUK BİSİKLET YAKA FLAMLI TİŞÖRT,Women,17.64757786993735
%100 PAMUK BİSİKLET YAKA KETEN GÖRÜNÜMLÜ KOLSUZ BLUZ,Women,25.000347227044823
%100 PAMUK BİSİKLET YAKA TİŞÖRT,Women,-15.151790638617669
%100 PAMUK BİSİKLET YAKA ÜST KIZ ÇOCUK,Kids-Baby,0.0
%100 PAMUK CARPENTER FIT YÜKSEK BEL UZUN PAÇA JEAN PANTOLON,Women,0.0
%100 PAMUK CEPLİ BEYAZ GABARDİN ŞORT,Women,0.0
%100 PAMUK COMFORT FİT BASKILI TİŞÖRT,Men,0.0
%100 PAMUK COMFORT FİT SIRT BASKILI TİŞÖRT,Men,-14.286122460641732
%100 PAMUK COMFORT STRAIGHT YÜKSEK BEL JEAN PANTOLON,Women,-30.00030000300003
%100 PAMUK CROP DÜĞMELİ DENİM CEKET,Women,-14.285821697907503
%100 PAMUK CROPPED FIT CEPLİ JEAN GÖMLEK,Women,11.11122334569036
%100 PAMUK CROPPED FIT KESİK UÇLU YUMUŞAK JEAN GÖMLEK,Women,-12.500156251953149
%100 PAMUK DANTEL DETAYLI BRAZİLİAN KÜLOT,Women,-40.00160006400256
%100 PAMUK DANTELLİ BELİ LASTİKLİ BEYAZ PLAJ PANTOLONU,Women,0.0
%100 PAMUK DEADPOOL TİŞÖRT,Men,-14.286122460641732
%100 PAMUK DESENLİ ÖNDEN BAĞLAMALI BLUZ,Women,20.00050001250031
%100 PAMUK DRAGON BALL BOXY FİT SIRT BASKILI TİŞÖRT,Men,-21.42900875528072
%100 PAMUK DÜZ PAÇA ŞORT,Men,-19.048007782471746
%100 PAMUK DÜĞMELİ CEP DETAYLI DENİM CEKET,Women,-12.500104167534728
%100 PAMUK DÜĞMELİ CEPLİ DENİM CEKET,Women,0.0
%100 PAMUK DÜŞÜK BEL JEAN PANTOLON,Women,0.0
%100 PAMUK DİK YAKA YAZLIK KISA KOLLU GÖMLEK,Men,-14.286005836853812
%100 PAMUK ESNEK KUMAŞ BOXY FİT GÖMLEK,Men,0.0
%100 PAMUK FASHİON FIT KOLSUZ YUMUŞAK JEAN ELBİSE,Women,0.0
%100 PAMUK FAST & FURİOUS BOXY FIT TİŞÖRT,Men,0.0
%100 PAMUK FAST & FURİOUS TİŞÖRT,Men,-14.286122460641732
%100 PAMUK FITTED BASKILI RİBANA TİŞÖRT,Women,0.0
%100 PAMUK FITTED CEKET YAKA POPLİN GÖMLEK,Women,0.0
%100 PAMUK FITTED CROP DESENLİ ÖNDEN BAĞLAMALI BLUZ,Women,0.0
%100 PAMUK FITTED CROP TİŞÖRT,Women,0.0
%100 PAMUK FITTED DOKULU UZUN KOLLU KARELİ GÖMLEK,Women,0.0
%100 PAMUK FITTED KAYIK YAKA SLOGAN BASKILI RİBANA TİŞÖRT,Women,0.0
%100 PAMUK FITTED POPLİN GÖMLEK,Women,-22.115639795843805
%100 PAMUK FITTED POPLİN KISA KOLLU BEYAZ GÖMLEK,Women,11.111248287015888
%100 PAMUK FITTED U YAKA ÇİÇEK DESENLİ TİŞÖRT,Women,0.0
%100 PAMUK FITTED V YAKA ÖNDEN BAĞLAMALI POPLİN BLUZ,Women,-16.66694444907415
%100 PAMUK FITTED ÖNDEN BAĞLAMALI POPLİN BLUZ,Women,0.0
%100 PAMUK FLARE FIT POPLİN KOLSUZ MİDİ ELBİSE,Women,0.0
%100 PAMUK FORD MOTOR COMPANY BOXY FIT BASKILI TİŞÖRT,Men,0.0
%100 PAMUK FORD MOTOR COMPANY BOXY FİT SIRT BASKILI TİŞÖRT,Men,-14.286054429867379
%100 PAMUK FORD MOTOR COMPANY LOOSE FİT V YAKA SIRT BASKILI TİŞÖRT,Men,-14.286005836853812
%100 PAMUK FORD MOTOR COMPANY OVERSIZE SIRT BASKILI TİŞÖRT,Women,0.0
%100 PAMUK FORD MOTOR COMPANY OVERSIZE TİŞÖRT,Women,0.0
%100 PAMUK FORD MOTOR COMPANY OVERSIZE V YAKA TİŞÖRT,Women,0.0
%100 PAMUK FORD MOTOR COMPANY TİŞÖRT,Men,-14.286054429867379
%100 PAMUK GABARDİN GÖMLEK,Men,0.0
%100 PAMUK GABARDİN PALAZZO PANTOLON WİDE LEG YÜKSEK BEL GENİŞ BOL PAÇA,Women,20.000307697041492
%100 PAMUK GÖMLEK,Men,0.0
%100 PAMUK HALTER YAKA KUŞGÖZÜ DETAYLI GABARDİN YELEK,Women,0.0
%100 PAMUK HARRY POTTER OVERSIZE SIRT BASKILI TİŞÖRT,Women,0.0
%100 PAMUK HELLO KİTTY OVERSIZE SIRT BASKILI TİŞÖRT,Women,0.0
%100 PAMUK HOT WHEELS BASKILI TİŞÖRT,Men,-14.286122460641732
%100 PAMUK HOT WHEELS BOXY FİT SIRT BASKILI TİŞÖRT,Men,-14.286122460641732
%100 PAMUK HOT WHEELS BOXY FİT TİŞÖRT,Men,-14.286122460641732
%100 PAMUK HOUSE OF THE DRAGON BOXY FIT BASKILI TİŞÖRT,Men,0.0
%100 PAMUK I LOVE NY OVERSIZE SIRT BASKILI TİŞÖRT,Women,0.0
%100 PAMUK INITIAL D BOXY FIT BASKILI TİŞÖRT,Men,0.0
%100 PAMUK INİTİAL D BOXY FİT SIRT BASKILI TİŞÖRT,Men,-21.978505022088395
%100 PAMUK INİTİAL D BOXY FİT TİŞÖRT,Men,-14.286054429867379
%100 PAMUK INİTİAL D LOOSE FIT TİŞÖRT,Men,0.0
%100 PAMUK JAKARLI KISA KOLLU GÖMLEK,Men,-28.571938784621153
%100 PAMUK JEAN PANTOLON,Women,0.0
%100 PAMUK JOGGER FIT PANTOLON,Women,0.0
%100 PAMUK JUSTICE LEAGUE BOXY FIT SIRT BASKILI TİŞÖRT,Men,0.0
%100 PAMUK KALP BASKILI KISA KOLLU KIRMIZI TİŞÖRT,Men,0.0
%100 PAMUK KALP BASKILI TİŞÖRT,Men,0.0
%100 PAMUK KARE YAKA KETEN GÖRÜNÜMLÜ GİPELİ ASKILI MİDİ ELBİSE,Women,0.0
%100 PAMUK KEMERLİ KOLSUZ MİDİ ELBİSE,Women,-30.000200001333344
%100 PAMUK KETEN GÖRÜNÜMLÜ BLUZ,Women,20.000307697041492
%100 PAMUK KETEN GÖRÜNÜMLÜ YAZLIK KISA KOLLU GÖMLEK,Men,-28.57188209336656
%100 PAMUK KISA KOLLU AĞIR KUMAŞ TİŞÖRT,Men,-14.286122460641732
%100 PAMUK KISA KOLLU BASİC BEYAZ PİKE TİŞÖRT,Men,0.0
%100 PAMUK KISA KOLLU BASİC PİKE TİŞÖRT,Men,0.0
%100 PAMUK KISA KOLLU DOKULU BASKILI JAKARLI TİŞÖRT,Men,0.0
%100 PAMUK KISA KOLLU GÖMLEK,Men,-20.417622345522794
%100 PAMUK KISA KOLLU HAVLU KUMAŞ TİŞÖRT,Men,-28.571938784621153
%100 PAMUK KISA KOLLU PİKE TİŞÖRT,Men,-25.00062501562539
%100 PAMUK KISA KOLLU ÇİZGİLİ GÖMLEK,Men,-28.57188209336656
%100 PAMUK KISA KOLLU ÇİZGİLİ TİŞÖRT,Men,-14.286122460641732
%100 PAMUK KRİNKIL KUMAŞ TUNİK,Women,0.0
%100 PAMUK KUROMİ OVERSIZE TİŞÖRT,Women,0.0
%100 PAMUK KUŞAKLI YUMUŞAK JEAN MİDİ ELBİSE,Women,0.0
%100 PAMUK LEONARDO DA VINCI BOXY FIT SLOGAN DESENLİ TİŞÖRT,Men,0.0
%100 PAMUK LEOPAR DESENLİ GENİŞ PAÇA PANTOLON,Women,0.0
%100 PAMUK LONG FIT JEAN ETEK,Women,0.0
%100 PAMUK LONG FIT JEAN UZUN BOY ETEK,Women,0.0
%100 PAMUK LONG FIT MİDİ JEAN ETEK,Women,-11.538550296540743
%100 PAMUK LOONEY TUNES BOXY FİT SIRT BASKILI TİŞÖRT,Men,-14.286122460641732
%100 PAMUK LOOSE FIT BASKILI TİŞÖRT,Men,-20.779625577121635
%100 PAMUK LOOSE FIT POLO TİŞÖRT,Men,0.0
%100 PAMUK LOOSE FIT POLO YAKA SWEATSHİRT,Women,0.0
%100 PAMUK LOOSE FIT POLO YAKA TİŞÖRT,Men,-30.00042857755111
%100 PAMUK LOOSE FIT RENK BLOKLU SWEATSHİRT,Women,-12.500156251953149
%100 PAMUK LOOSE FIT SIRT BASKILI SWEATSHİRT,Women,0.0
%100 PAMUK LOOSE FIT SIRT BASKILI TİŞÖRT,Women,-16.66706350151194
%100 PAMUK LOOSE FIT SLOGAN BASKILI SWEATSHİRT KUMAŞI POLO YAKA TİŞÖRT,Men,0.0
%100 PAMUK LOOSE FIT TUNİK,Women,-17.7502662539938
%100 PAMUK LOOSE FIT TİŞÖRT,Women,0.0
%100 PAMUK LOOSE FIT ÇİZGİLİ SWEATSHİRT,Women,0.0
%100 PAMUK LOOSE FİT BASKILI TİŞÖRT,Men,-9.497418936736016
%100 PAMUK LOOSE FİT SIRT BASKILI TİŞÖRT,Men,-10.389880256630041
%100 PAMUK LOW RISE WIDELEG DÜŞÜK BEL UZUN JEAN PANTOLON,Women,0.0
%100 PAMUK LİNA MOM FIT YÜKSEK BEL DÜZ PAÇA JEAN KAR YIKAMALI PANTOLON,Women,0.0
%100 PAMUK MARVEL AVENGERS BOXY FİT SIRT BASKILI TİŞÖRT,Men,0.0
%100 PAMUK MARVEL BOXY FİT SIRT BASKILI TİŞÖRT,Men,-14.286122460641732
%100 PAMUK MARVEL LOGO ONLY TİŞÖRT,Men,-14.286122460641732
%100 PAMUK MODERN FİT ÇİZGİLİ UZUN KOLLU GÖMLEK,Men,-14.285969392310577
%100 PAMUK MOM FIT YÜKSEK BEL JEAN PANTOLON,Women,-12.500156251953149
%100 PAMUK MOM FIT YÜKSEK BEL JEAN ŞORT,Women,0.0
%100 PAMUK MOM FIT YÜKSEK BEL PAÇA UCU KESİK JEAN ŞORT,Women,0.0
%100 PAMUK MÜSLİN BASIC BAĞCIKLI TUNİK,Women,16.666898151363213
%100 PAMUK NBA BOSTON CELTİCS OVERSIZE NAKIŞ BASKI TİŞÖRT,Women,-28.572011673707625
%100 PAMUK NBA BROOKLYN NETS CROPPED FIT TİŞÖRT,Women,-28.572108859734758
%100 PAMUK NBA BROOKLYN NETS OVERSIZE SPORCU TİŞÖRT,Women,-28.572108859734758
%100 PAMUK NBA CHİCAGO BULLS CROP BİSİKLET YAKA SPORCU TİŞÖRT,Women,0.0
%100 PAMUK NBA CHİCAGO BULLS OVERSIZE NAKIŞLI TİŞÖRT,Women,-28.572011673707625
%100 PAMUK NBA LOS ANGELES LAKERS OVERSIZE TİŞÖRT,Women,-28.572011673707625
%100 PAMUK NBA MİAMİ HEAT OVERSIZE TİŞÖRT,Women,-28.572011673707625
%100 PAMUK NBA NEW YORK KNİCKS OVERSIZE TİŞÖRT,Women,-14.286122460641732
%100 PAMUK NBA WORDMARK BOXY FIT TİŞÖRT,Women,-14.286054429867379
%100 PAMUK NBA WORDMARK OVERSIZE NAKIŞ BASKI SPORCU TİŞÖRT,Women,-14.286122460641732
%100 PAMUK NBA WORDMARK OVERSIZE TİŞÖRT,Women,-10.25663567697459
%100 PAMUK NEFES ALABİLEN BOXY FİT TİŞÖRT,Men,0.0
%100 PAMUK NEFES ALABİLEN LOOSE FİT TİŞÖRT,Men,0.0
%100 PAMUK NORMAL BEL DESENLİ KISA PAÇA ŞORT,Women,0.0
%100 PAMUK NORMAL BEL GABARDİN MİNİ ETEK,Women,0.0
%100 PAMUK NORMAL BEL GABARDİN ŞORT,Women,0.0
%100 PAMUK NORMAL BEL KISA PAÇA BRODE ŞORT,Women,0.0
%100 PAMUK NORMAL BEL KISA PAÇA GABARDİN BERMUDA ŞORT,Women,0.0
%100 PAMUK NORMAL BEL LEOPAR DESENLİ KISA PAÇA GABARDİN ŞORT,Women,0.0
%100 PAMUK ONE PIECE BASKILI BOXY FIT TİŞÖRT,Men,0.0
%100 PAMUK ONE PIECE BOXY FIT BASKILI TİŞÖRT,Men,0.0
%100 PAMUK ONE PIECE BOXY FIT TİŞÖRT,Men,0.0
%100 PAMUK ONE PİECE BOXY FİT SIRT BASKILI TİŞÖRT,Men,-11.95359672063279
%100 PAMUK ONE PİECE LOOSE FIT TİŞÖRT,Men,0.0
%100 PAMUK ONE PİECE LOOSE FİT SIRT BASKILI TİŞÖRT,Men,-14.286005836853812
%100 PAMUK ONE PİECE OVERSİZE SIRT BASKILI TİŞÖRT,Men,-14.286005836853812
%100 PAMUK OVERSHIRT FIT SIRT BASKILI TİŞÖRT,Women,0.0
%100 PAMUK OVERSHİRT FIT KARELİ GÖMLEK,Women,0.0
%100 PAMUK OVERSIZE AYICIKLI TİŞÖRT,Women,0.0
%100 PAMUK OVERSIZE BASIC OXFORD GÖMLEK,Women,0.0
%100 PAMUK OVERSIZE BASIC TİŞÖRT,Women,0.0
%100 PAMUK OVERSIZE BASKILI SWEATSHİRT,Women,0.0
%100 PAMUK OVERSIZE BASKILI TİŞÖRT,Women,9.09112161063506
%100 PAMUK OVERSIZE BRODE GÖMLEK,Women,-16.00014545586778
%100 PAMUK OVERSIZE CEPLİ OXFORD GÖMLEK,Women,11.111265434242142
%100 PAMUK OVERSIZE DESENLİ GÖMLEK,Women,11.111265434242142
%100 PAMUK OVERSIZE DESENLİ VUAL GÖMLEK,Women,11.111265434242142
%100 PAMUK OVERSIZE FULAR YAKA POPLİN GÖMLEK,Women,-40.00050000625008
%100 PAMUK OVERSIZE GÖMLEK,Women,0.0
%100 PAMUK OVERSIZE GÖMLEK YAKA ÇİZGİLİ OXFORD GÖMLEK,Women,0.0
%100 PAMUK OVERSIZE KARELİ FLANEL GÖMLEK,Women,0.0
%100 PAMUK OVERSIZE KARELİ GÖMLEK,Women,0.0
%100 PAMUK OVERSIZE KARELİ POPLİN GÖMLEK,Women,0.0
%100 PAMUK OVERSIZE POLO YAKA SWEATSHİRT,Women,0.0
%100 PAMUK OVERSIZE SIRT BASKILI TİŞÖRT,Women,11.304642729810354
%100 PAMUK OVERSIZE SPOR BASKILI TİŞÖRT,Women,0.0
%100 PAMUK OVERSIZE TİŞÖRT,Women,-15.957701452682757
%100 PAMUK OVERSIZE ÇİZGİLİ POPLİN GÖMLEK,Women,-40.00040000400004
%100 PAMUK OVERSİZE BASKILI TİŞÖRT,Men,-11.905102050534783
%100 PAMUK OVERSİZE BASİC BEYAZ TİŞÖRT,Men,0.0
%100 PAMUK OVERSİZE BASİC TİŞÖRT,Men,0.0
%100 PAMUK OVERSİZE SIRT BASKILI TİŞÖRT,Men,-12.645520259929963
%100 PAMUK PAPERBAG GABARDİN KUMAŞ PANTOLON,Women,-11.111296299382762
%100 PAMUK PAPERBAG YÜKSEK BEL JEAN PANTOLON,Women,0.0
%100 PAMUK PAPERBAG YÜKSEK BEL JEAN ŞORT,Women,3.746430084409945
%100 PAMUK PAPERBAG YÜKSEK BEL KATLAMALI PAÇA KEMERLİ JEAN ŞORT,Women,0.0
%100 PAMUK POLO YAKA BASKILI NAKIŞLI TİŞÖRT,Men,-28.572108859734758
%100 PAMUK POLO YAKA BASİC UZUN KOLLU GÖMLEK,Men,-20.00020000200002
%100 PAMUK POLO YAKA BLOKLU TİŞÖRT,Men,-20.000285718367405
%100 PAMUK POLO YAKA DÜĞMELİ KUŞAKLI KISA KOLLU MİNİ JEAN ELBİSE,Women,25.000240386926798
