kategori,urun_id,barcode,urun_ismi,fiyat
yeni-urunler,ADX-0003707201,6000002222015,ÇİZGİLİ TRİKO KAZAK K10348,"599,50 TL"
yeni-urunler,ADX-0003739928,6000002244147,BELİ LASTİKLİ PANTOLON PN1446,"899,50 TL"
yeni-urunler,ADX-00037826221,6000002273758,WİDE LEG JEAN PANTOLON PN1070,"999,50 TL"
yeni-urunler,ADX-00037169K204,6000002266057,YAZI BASKILI WİDE LEG EŞOFMAN EŞF10698,"799,50 TL"
yeni-urunler,ADX-00037798Z16,6000002270603,V YAKA UZUN KOLLU BLUZ B1032,"419,50 TL"
yeni-urunler,ADX-00037801Z16,6000002270900,ZIMBA DETAYLI UZUN KOLLU BLUZ B1052,"579,50 TL"
yeni-urunler,ADX-00037474Z16,6000002249609,PAÇASI LASTİKLİ ŞARDONLU EŞOFMAN EŞF03026,"999,50 TL"
yeni-urunler,ADX-00036740Z16,6000002199379,KAYIK YAKA BASİC BLUZ B1888,"299,50 TL"
yeni-urunler,ADX-0003779816,6000002270511,V YAKA UZUN KOLLU BLUZ B1032,"419,50 TL"
yeni-urunler,ADX-0003637016,6000002262578,KAYIK YAKA BASİC BLUZ B1873,"399,50 TL"
yeni-urunler,ADX-00036370B60,6000002262608,KAYIK YAKA BASİC BLUZ B1873,"399,50 TL"
yeni-urunler,ADX-00036740Z25,6000002199409,KAYIK YAKA BASİC BLUZ B1888,"299,50 TL"
yeni-urunler,ADX-00037496211,6000002250834,YILDIZ TAŞLI DENİM CEKET C1062,"1.799,50 TL"
yeni-urunler,ADX-00030071Z148,6000002285874,BİSİKLET YAKA BASİC T-SHİRT P10111-D7,"299,50 TL"
yeni-urunler,ADX-00037656B46,6000002262264,BELİ LASTİKLİ ASTARLI UZUN ETEK E18488,"899,50 TL"
yeni-urunler,ADX-0003795310,6000002283740,ÇITÇIT KAPAMALI EL VE OMUZ ÇANTASI Ç2176,"599,50 TL"
yeni-urunler,ADX-0003795413,6000002283788,DOKULU EL VE OMUZ ÇANTASI Ç2177,"599,50 TL"
yeni-urunler,ADX-00036200A21,6000002165664,DENİZ KABUKLU ZİNCİR KEMER ZNCR106,"149,50 TL"
yeni-urunler,ADX-0003795313,6000002283757,ÇITÇIT KAPAMALI EL VE OMUZ ÇANTASI Ç2176,"599,50 TL"
yeni-urunler,ADX-0003747103,6000002249029,BELİ KORSELİ CROP SWEATSHİRT S11289,"649,50 TL"
yeni-urunler,ADX-00037354221,6000002274601,YILDIZ DETAYLI JEAN PANTOLON PN1088,"1.099,50 TL"
yeni-urunler,ADX-0003779803,6000002270481,V YAKA UZUN KOLLU BLUZ B1032,"419,50 TL"
yeni-urunler,ADX-0003795403,6000002283771,DOKULU EL VE OMUZ ÇANTASI Ç2177,"599,50 TL"
yeni-urunler,ADX-0003808303,6000002292094,KEMER DETAYLI EL VE OMUZ ÇANTASI Ç3004,"549,50 TL"
yeni-urunler,ADX-0003777528,6000002269287,YILDIZ DESENLİ ŞARDONLU EŞOFMAN EŞF10732,"999,50 TL"
yeni-urunler,ADX-0003765628,6000002262202,BELİ LASTİKLİ ASTARLI UZUN ETEK E18488,"899,50 TL"
yeni-urunler,ADX-0003674028,6000002199287,KAYIK YAKA BASİC BLUZ B1888,"299,50 TL"
yeni-urunler,ADX-00036200665,6000002165657,DENİZ KABUKLU ZİNCİR KEMER ZNCR106,"149,50 TL"
yeni-urunler,ADX-00037909B02,6000002281319,POLO YAKA BASKILI T-SHİRT P9047,"379,50 TL"
yeni-urunler,ADX-0003800328,6000002286499,BELİ LASTİKLİ EŞOFMAN EŞF10748,"749,50 TL"
yeni-urunler,ADX-00037953168,6000002283764,ÇITÇIT KAPAMALI EL VE OMUZ ÇANTASI Ç2176,"599,50 TL"
yeni-urunler,ADX-0003792858,6000002282156,BAGGY JEAN PANTOLON PN10041,"1.099,50 TL"
yeni-urunler,ADX-00037936267,6000002282804,ÇİZGİLİ UZUN KOLLU T-SHİRT B10754,"549,50 TL"
yeni-urunler,ADX-00036032Z86,6000002274243,KEMERLİ JEAN PANTOLON PN254,"999,50 TL"
yeni-urunler,ADX-00033799B60,6000002280596,YILDIZ NAKIŞLI TRİKO KAZAK K3418-D4,"749,50 TL"
yeni-urunler,ADX-00037270Z147,6000002274724,BAGGY JEAN PANTOLON PN1029,"1.099,50 TL"
yeni-urunler,ADX-0003799743,6000002286178,DÜĞMELİ KISA TRENÇKOT TR02811,"1.999,50 TL"
yeni-urunler,ADX-00037072B62,6000002222039,ÇİZGİLİ TRİKO KAZAK K10348,"599,50 TL"
yeni-urunler,ADX-00037270K85,6000002274663,BAGGY JEAN PANTOLON PN1029,"1.099,50 TL"
yeni-urunler,ADX-00037948K78,6000002283603,ÇİÇEK BASKILI T-SHİRT P10760,"349,50 TL"
yeni-urunler,ADX-0003688809,6000002221063,ÇİFT BEL DETAYLI PANTOLON PN1433,"1.199,50 TL"
yeni-urunler,ADX-00036740B02,6000002199348,KAYIK YAKA BASİC BLUZ B1888,"299,50 TL"
yeni-urunler,ADX-00037126B02,6000002225214,ÇİZGİLİ TRİKO KAZAK K10350,"749,50 TL"
yeni-urunler,ADX-0003801013,6000002287229,KARELİ FIRFIRLI MİNİ ELBİSE E19036,"1.299,50 TL"
